item_id,genres,title,texto
319910,"action, adventure, indie",Trine 3: The Artifacts Of Power,"action, adventure, indie Trine 3: The Artifacts of Power"
319970,"adventure, indie",The Detail,"adventure, indie The Detail"
320040,"adventure, indie, rpg",Moon Hunters,"adventure, indie, rpg Moon Hunters"
320140,"action, indie, racing, simulation, sports",Absolute Drift,"action, indie, racing, simulation, sports Absolute Drift"
320350,"action, adventure",Rer2 Episode Three: Judgment,"action, adventure RER2 Episode Three: Judgment"
320760,adventure,Tokyo School Life,adventure Tokyo School Life
320970,casual,Igt Slots Paradise Garden,casual IGT Slots Paradise Garden
321060,"indie, simulation",Gender Bender Dna Twister Extreme,"indie, simulation Gender Bender DNA Twister Extreme"
321300,"action, rpg, simulation, strategy",Mount &Amp; Blade: Warband - Viking Conquest Reforged Edition,"action, rpg, simulation, strategy Mount &amp; Blade: Warband - Viking Conquest Reforged Edition"
321360,"action, indie",Primal Carnage: Extinction,"action, indie Primal Carnage: Extinction"
321410,"simulation, strategy",Command: Modern Air / Naval Operations Woty,"simulation, strategy Command: Modern Air / Naval Operations WOTY"
321480,"casual, free to play, indie, strategy",Sigils Of Elohim,"casual, free to play, indie, strategy Sigils of Elohim"
321580,strategy,Planetary Annihilation - Digital Deluxe Add-On,strategy Planetary Annihilation - Digital Deluxe Add-on
321830,"action, casual, indie, early access",Cavern Kings,"action, casual, indie, early access Cavern Kings"
321960,"rpg, strategy",Might &Amp; Magic® Heroes® Vii,"rpg, strategy Might &amp; Magic® Heroes® VII"
321980,"action, adventure, indie, rpg, early access",Hardland,"action, adventure, indie, rpg, early access Hardland"
322110,"action, indie",20Xx,"action, indie 20XX"
322170,"action, indie",Geometry Dash,"action, indie Geometry Dash"
322330,"adventure, indie, simulation",Don'T Starve Together,"adventure, indie, simulation Don't Starve Together"
322500,"action, indie",Superhot,"action, indie SUPERHOT"
322520,action,Dynasty Warriors® 8 Empires,action DYNASTY WARRIORS® 8 Empires
322900,"indie, strategy","War, The Game","indie, strategy War, the Game"
322910,"action, indie, strategy","Warhammer 40,000: Regicide","action, indie, strategy Warhammer 40,000: Regicide"
322920,"action, adventure, simulation",Thehunter: Primal,"action, adventure, simulation theHunter: Primal"
322980,"action, casual, strategy",Gods Vs Humans,"action, casual, strategy Gods vs Humans"
323240,"action, rpg",The World Ii: Hunting Boss,"action, rpg The World II: Hunting BOSS"
323370,"action, adventure, free to play, massively multiplayer, rpg",Tera,"action, adventure, free to play, massively multiplayer, rpg TERA"
323380,"action, adventure, indie, simulation, strategy",The Magic Circle,"action, adventure, indie, simulation, strategy The Magic Circle"
323450,"action, adventure, rpg",Alphadia Genesis,"action, adventure, rpg Alphadia Genesis"
323470,action,Dragon Ball Xenoverse,action DRAGON BALL XENOVERSE
323580,"action, adventure, indie",Jotun: Valhalla Edition,"action, adventure, indie Jotun: Valhalla Edition"
323610,"simulation, strategy",911: First Responders®,"simulation, strategy 911: First Responders®"
323720,"adventure, indie",Decay: The Mare,"adventure, indie Decay: The Mare"
323850,"action, indie",Move Or Die,"action, indie Move or Die"
323910,utilities,Steamvr Performance Test,utilities SteamVR Performance Test
324080,"action, adventure, indie, rpg, early access",Rising World,"action, adventure, indie, rpg, early access Rising World"
324120,"adventure, casual, indie",Verde Station,"adventure, casual, indie Verde Station"
324160,"adventure, casual",Clannad,"adventure, casual CLANNAD"
324260,"action, indie, rpg, simulation, strategy",Voidexpanse,"action, indie, rpg, simulation, strategy VoidExpanse"
324300,"indie, massively multiplayer, rpg, strategy",Boston Lockdown Campaign Book Pdf,"indie, massively multiplayer, rpg, strategy Boston Lockdown Campaign Book pdf"
324310,simulation,Bus Simulator 16,simulation Bus Simulator 16
324570,action,Halo: Spartan Strike,action Halo: Spartan Strike
324680,strategy,Impossible Creatures Steam Edition,strategy Impossible Creatures Steam Edition
324810,"action, free to play, indie",Toxikk™,"action, free to play, indie TOXIKK™"
325610,strategy,Total War: Attila,strategy Total War: ATTILA
325723,"action, rpg",Dying Light: The Bozak Horde,"action, rpg Dying Light: The Bozak Horde"
325724,"action, rpg",Dying Light: The Following,"action, rpg Dying Light: The Following"
326150,"action, indie, rpg",Death Skid Marks,"action, indie, rpg Death Skid Marks"
326160,"massively multiplayer, rpg, early access",Shroud Of The Avatar: Forsaken Virtues,"massively multiplayer, rpg, early access Shroud of the Avatar: Forsaken Virtues"
326410,"action, adventure, indie, rpg",Windward,"action, adventure, indie, rpg Windward"
326460,"action, casual, indie, massively multiplayer, strategy, early access",Shellshock Live,"action, casual, indie, massively multiplayer, strategy, early access ShellShock Live"
326480,"adventure, casual, simulation",If My Heart Had Wings,"adventure, casual, simulation If My Heart Had Wings"
326670,"rpg, strategy",Warhammer Quest,"rpg, strategy Warhammer Quest"
326990,"action, indie",Deep Eclipse: New Space Odyssey,"action, indie Deep Eclipse: New Space Odyssey"
327070,"action, adventure, indie, massively multiplayer, rpg, simulation, early access",Gloria Victis,"action, adventure, indie, massively multiplayer, rpg, simulation, early access Gloria Victis"
327090,"action, adventure, indie, massively multiplayer, rpg, simulation, early access",Out Of Reach,"action, adventure, indie, massively multiplayer, rpg, simulation, early access Out of Reach"
327220,"adventure, indie",Anna'S Quest,"adventure, indie Anna's Quest"
327280,strategy,Total War: Rome Ii - Wrath Of Sparta Campaign Pack,strategy Total War: ROME II - Wrath of Sparta Campaign Pack
327410,"adventure, indie, rpg",A Bird Story,"adventure, indie, rpg A Bird Story"
327500,"action, indie",Zenzizenzic,"action, indie Zenzizenzic"
327520,"action, adventure, indie",Traverser,"action, adventure, indie Traverser"
327640,"free to play, indie, strategy, early access",Caesaria,"free to play, indie, strategy, early access CaesarIA"
327740,action,Tron 2.0,action Tron 2.0
327860,"action, adventure, indie, rpg, early access",Salt,"action, adventure, indie, rpg, early access Salt"
327890,"action, adventure, indie, simulation",I Am Bread,"action, adventure, indie, simulation I am Bread"
327950,"adventure, simulation",Sword Of The Samurai,"adventure, simulation Sword of the Samurai"
328070,"action, indie",Reflex Arena,"action, indie Reflex Arena"
328220,"indie, rpg, simulation",Wild Season,"indie, rpg, simulation Wild Season"
328830,"action, casual, simulation, sports, strategy",Rugby Union Team Manager 2015,"action, casual, simulation, sports, strategy Rugby Union Team Manager 2015"
328940,indie,The Deer God,indie The Deer God
329110,"action, adventure, casual, free to play, rpg, strategy",Gems Of War - Puzzle Rpg,"action, adventure, casual, free to play, rpg, strategy Gems of War - Puzzle RPG"
329130,"action, indie, strategy",Reassembly,"action, indie, strategy Reassembly"
329440,adventure,Sonic Lost World,adventure Sonic Lost World
329490,action,Phantom Breaker: Battle Grounds,action Phantom Breaker: Battle Grounds
329830,adventure,The Moon Sliver,adventure The Moon Sliver
330070,video production,Vegas Movie Studio 13 Platinum - Steam Powered,video production VEGAS Movie Studio 13 Platinum - Steam Powered
330100,"action, indie, rpg, simulation",Bossconstructor,"action, indie, rpg, simulation BossConstructor"
330350,"action, adventure, casual, indie",Robotex,"action, adventure, casual, indie Robotex"
330390,rpg,Grandia® Ii Anniversary Edition,rpg Grandia® II Anniversary Edition
330570,"action, indie, early access",Noct,"action, indie, early access Noct"
330580,"action, indie, early access",Shark Attack Deathmatch 2,"action, indie, early access Shark Attack Deathmatch 2"
330830,adventure,Tales From The Borderlands,adventure Tales from the Borderlands
330840,adventure,Game Of Thrones - A Telltale Games Series,adventure Game of Thrones - A Telltale Games Series
331120,"action, adventure, indie",Passing Pineview Forest,"action, adventure, indie Passing Pineview Forest"
331190,"action, indie",Master Spy,"action, indie Master Spy"
331200,"adventure, casual, indie, simulation",Grass Simulator,"adventure, casual, indie, simulation Grass Simulator"
331220,"action, indie",Thief Town,"action, indie Thief Town"
331440,"action, adventure, indie, rpg",Bit Dungeon Ii,"action, adventure, indie, rpg bit Dungeon II"
331470,"adventure, casual, free to play, indie",Everlasting Summer,"adventure, casual, free to play, indie Everlasting Summer"
331500,"action, strategy",Executive Assault,"action, strategy Executive Assault"
331600,action,One Piece Pirate Warriors 3,action One Piece Pirate Warriors 3
331670,"casual, indie, strategy",The Jackbox Party Pack,"casual, indie, strategy The Jackbox Party Pack"
332070,"adventure, free to play, massively multiplayer, rpg",School Of Dragons,"adventure, free to play, massively multiplayer, rpg School of Dragons"
332250,"action, indie, racing",The Next Penelope,"action, indie, racing The Next Penelope"
332310,adventure,Lego® Worlds,adventure LEGO® Worlds
332350,"action, simulation, strategy",Arma 3 Marksmen,"action, simulation, strategy Arma 3 Marksmen"
332500,"action, adventure, indie, rpg, early access",Grav,"action, adventure, indie, rpg, early access GRAV"
332540,"indie, rpg, strategy",We Slay Monsters,"indie, rpg, strategy We Slay Monsters"
332570,"adventure, indie, early access",Amazing Frog?,"adventure, indie, early access Amazing Frog?"
332800,indie,Five Nights At Freddy'S 2,indie Five Nights at Freddy's 2
333250,"action, adventure, casual, indie, rpg",Forward To The Sky,"action, adventure, casual, indie, rpg Forward to the Sky"
333930,"action, free to play",Dirty Bomb®,"action, free to play Dirty Bomb®"
333950,"action, indie, simulation, strategy, early access",Medieval Engineers,"action, indie, simulation, strategy, early access Medieval Engineers"
333980,"action, adventure, casual, rpg",Akiba'S Trip: Undead ＆ Undressed,"action, adventure, casual, rpg AKIBA'S TRIP: Undead ＆ Undressed"
334120,"adventure, indie",Armikrog,"adventure, indie Armikrog"
334210,"action, indie, strategy",Fortified,"action, indie, strategy Fortified"
334230,"indie, rpg, strategy",Town Of Salem,"indie, rpg, strategy Town of Salem"
334772,"racing, simulation, sports",Project Cars - Racing Icons Car Pack,"racing, simulation, sports Project CARS - Racing Icons Car Pack"
334780,"racing, simulation, sports",Project Cars - Stanceworks Track Expansion,"racing, simulation, sports Project CARS - Stanceworks Track Expansion"
335000,"adventure, casual, indie",Tormentum - Dark Sorrow,"adventure, casual, indie Tormentum - Dark Sorrow"
335030,strategy,Total War: Attila - Blood &Amp; Burning,strategy Total War: ATTILA - Blood &amp; Burning
335190,"adventure, indie, rpg",200% Mixed Juice!,"adventure, indie, rpg 200% Mixed Juice!"
335240,"free to play, indie, massively multiplayer",Transformice,"free to play, indie, massively multiplayer Transformice"
335300,"action, rpg",Dark Souls™ Ii: Scholar Of The First Sin,"action, rpg DARK SOULS™ II: Scholar of the First Sin"
335330,"action, free to play",Brick-Force,"action, free to play Brick-Force"
335430,"action, free to play, indie",Grimoire: Manastorm,"action, free to play, indie Grimoire: Manastorm"
335670,"adventure, indie, rpg",Lisa,"adventure, indie, rpg LISA"
335820,"adventure, free to play, massively multiplayer, rpg",Dream Of Mirror Online,"adventure, free to play, massively multiplayer, rpg Dream Of Mirror Online"
336610,"action, adventure, rpg",Outcast 1.1,"action, adventure, rpg Outcast 1.1"
336670,free to play,Hit,free to play HIT
337000,"action, rpg",Deus Ex: Mankind Divided,"action, rpg Deus Ex: Mankind Divided"
337040,"indie, rpg, strategy",Deadnaut,"indie, rpg, strategy Deadnaut"
337070,utilities,"Dimmdrive :: Gaming Ramdrive @ 10,000+ Mb/S","utilities Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s"
337120,"animation &amp; modeling, design &amp; illustration, education, software training, utilities",Axis Game Factory'S Agfpro - Drone Kombat Fps Multiplayer,"animation &amp; modeling, design &amp; illustration, education, software training, utilities Axis Game Factory's AGFPRO - Drone Kombat FPS Multiplayer"
337320,"action, indie, early access",Paint The Town Red,"action, indie, early access Paint the Town Red"
337850,"adventure, indie, rpg, strategy",Avernum 2: Crystal Souls,"adventure, indie, rpg, strategy Avernum 2: Crystal Souls"
337950,"free to play, massively multiplayer, rpg, early access",The Skies,"free to play, massively multiplayer, rpg, early access The SKIES"
338000,"action, free to play, indie",Echoes+,"action, free to play, indie Echoes+"
338170,"action, indie",Ratz Instagib,"action, indie Ratz Instagib"
338310,"action, adventure, indie, rpg",Warden: Melody Of The Undergrowth,"action, adventure, indie, rpg Warden: Melody of the Undergrowth"
339280,"action, free to play, rpg, strategy",Strife®,"action, free to play, rpg, strategy Strife®"
339290,"action, casual, indie",Castle,"action, casual, indie Castle"
339350,"indie, rpg",Choice Of Robots,"indie, rpg Choice of Robots"
339400,"casual, indie, rpg, strategy",Runestone Keeper,"casual, indie, rpg, strategy Runestone Keeper"
339470,"adventure, casual, indie",Retention,"adventure, casual, indie Retention"
339610,"action, casual, free to play, massively multiplayer, sports",Freestyle 2: Street Basketball,"action, casual, free to play, massively multiplayer, sports Freestyle 2: Street Basketball"
339800,"indie, rpg, simulation, strategy",Huniepop,"indie, rpg, simulation, strategy HuniePop"
340150,"indie, simulation, strategy, early access",Basement,"indie, simulation, strategy, early access Basement"
340170,"action, rpg",Final Fantasy Type-0™ Hd,"action, rpg FINAL FANTASY TYPE-0™ HD"
340300,"adventure, casual, indie",Teddy Floppy Ear - Mountain Adventure,"adventure, casual, indie Teddy Floppy Ear - Mountain Adventure"
340310,"adventure, casual, indie",Teddy Floppy Ear - Kayaking,"adventure, casual, indie Teddy Floppy Ear - Kayaking"
340350,"action, free to play, indie",Quintet,"action, free to play, indie Quintet"
